title,price_gbp,price_inr,rating,in_stock,category
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,5459.625,5,True,Nonfiction
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,3987.8999999999996,4,True,Nonfiction
Brain on Fire: My Month of Madness,49.32,5203.26,5,True,Nonfiction
Abstract City,56.37,5947.035,5,True,Nonfiction
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,2854.83,1,True,Nonfiction
The Lonely City: Adventures in the Art of Being Alone,33.26,3508.93,2,True,Nonfiction
The Diary of a Young Girl,59.9,6319.45,3,True,Nonfiction
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,2237.655,3,True,Nonfiction
Furiously Happy: A Funny Book About Horrible Things,41.46,4374.03,4,True,Nonfiction
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,1232.24,4,True,Nonfiction
"Mother, Can You Not?",16.89,1781.895,5,True,Nonfiction
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,2060.415,3,True,Nonfiction
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2592.135,2,True,Nonfiction
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,3789.5600000000004,2,True,Nonfiction
"Zero to One: Notes on Startups, or How to Build the Future",34.06,3593.3300000000004,3,True,Nonfiction
Why Not Me?,17.76,1873.68,1,True,Nonfiction
When Breath Becomes Air,39.36,4152.48,2,True,Nonfiction
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,3001.475,4,True,Nonfiction
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,4102.895,5,True,Nonfiction
Rising Strong,21.82,2302.01,3,True,Nonfiction
Man's Search for Meaning,29.48,3110.14,3,True,Nonfiction
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2643.83,2,True,Nonfiction
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,1324.025,3,True,Nonfiction
I Will Find You,44.21,4664.155,1,True,Nonfiction
Brazen: The Courage to Find the You That's Been Hiding,19.22,2027.7099999999998,2,True,Nonfiction
Between the World and Me,56.91,6004.004999999999,4,True,Nonfiction
Being Mortal: Medicine and What Matters in the End,55.06,5808.83,4,True,Nonfiction
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,1392.6,3,True,Nonfiction
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,4761.215,3,True,Nonfiction
Finding God in the Ruins: How God Redeems Pain,46.64,4920.52,2,True,Nonfiction
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,6271.975,4,True,Nonfiction
In Cold Blood,49.98,5272.889999999999,4,True,Nonfiction
"Girl, Interrupted",42.14,4445.77,3,True,Nonfiction
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,5134.685,2,True,Nonfiction
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,2653.325,4,True,Nonfiction
My Mother Was Nuts,31.63,3336.9649999999997,4,True,Nonfiction
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3412.925,3,True,Nonfiction
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,4083.905,3,True,Nonfiction
The Gunning of America: Business and the Making of American Gun Culture,16.81,1773.455,4,True,Nonfiction
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2978.265,2,True,Nonfiction
God Is Not Great: How Religion Poisons Everything,27.8,2932.9,1,True,Nonfiction
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3370.725,3,True,Nonfiction
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,5344.629999999999,3,True,Nonfiction
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,6128.495000000001,1,True,Nonfiction
Under the Banner of Heaven: A Story of Violent Faith,30.0,3165.0,1,True,Nonfiction
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,5645.304999999999,1,True,Nonfiction
The Name of God is Mercy,37.25,3929.875,2,True,Nonfiction
Stiff: The Curious Lives of Human Cadavers,36.74,3876.07,3,True,Nonfiction
Spilled Milk: Based on a True Story,49.51,5223.304999999999,1,True,Nonfiction
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4396.185,4,True,Nonfiction
Outliers: The Story of Success,14.16,1493.88,1,True,Nonfiction
Notes from a Small Island (Notes From a Small Island #1),40.17,4237.935,1,True,Nonfiction
Night (The Night Trilogy #1),13.51,1425.305,1,True,Nonfiction
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,6101.065,1,True,Nonfiction
Letter to a Christian Nation,22.2,2342.1,1,True,Nonfiction
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,4759.105,1,True,Nonfiction
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,4471.09,1,True,Nonfiction
Into the Wild,56.7,5981.85,5,True,Nonfiction
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3043.675,3,True,Nonfiction
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,3046.8399999999997,2,True,Nonfiction
Gratitude,26.66,2812.63,5,True,Nonfiction
Disrupted: My Misadventure in the Start-Up Bubble,15.28,1612.04,5,True,Nonfiction
Brave Enough,51.32,5414.26,5,True,Nonfiction
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2885.425,2,True,Nonfiction
Blink: The Power of Thinking Without Thinking,21.74,2293.5699999999997,5,True,Nonfiction
Black Flags: The Rise of ISIS,40.87,4311.785,1,True,Nonfiction
Are We Smart Enough to Know How Smart Animals Are?,56.58,5969.19,1,True,Nonfiction
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,3215.64,4,True,Nonfiction
"The Suffragettes (Little Black Classics, #96)",11.89,1254.395,2,True,Nonfiction
Kindle Paperwhite User's Guide,34.0,3587.0,3,True,Nonfiction
H is for Hawk,57.42,6057.81,5,True,Nonfiction
Travels with Charley: In Search of America,57.82,6100.01,5,True,Nonfiction
The Tumor,41.56,4384.58,5,True,Nonfiction
The End of the Jesus Era (An Investigation #1),14.4,1519.2,1,True,Nonfiction
"Eat, Pray, Love",51.32,5414.26,3,True,Nonfiction
Rip it Up and Start Again,35.02,3694.61,5,True,Music
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,6039.875,3,True,Music
How Music Works,37.32,3937.26,2,True,Music
Love Is a Mix Tape (Music #1),18.03,1902.1650000000002,1,True,Music
Please Kill Me: The Uncensored Oral History of Punk,31.19,3290.545,4,True,Music
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,4752.775,5,True,Music
"Chronicles, Vol. 1",52.6,5549.3,2,True,Music
This Is Your Brain on Music: The Science of a Human Obsession,38.4,4051.2,1,True,Music
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,1303.98,3,True,Music
No One Here Gets Out Alive,20.02,2112.11,5,True,Music
Life,31.58,3331.6899999999996,5,True,Music
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,5872.129999999999,2,True,Music
Forever Rockers (The Rocker #12),28.8,3038.4,3,True,Music
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,1891.615,3,True,Default
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,2384.3,4,True,Default
"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,1475.945,2,True,Default
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,2373.75,3,True,Default
Aladdin and His Wonderful Lamp,53.13,5605.215,3,True,Default
Penny Maybe,33.29,3512.095,3,True,Default
Maude (1883-1993):She Grew Up with the country,18.02,1901.11,2,True,Default
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,2172.245,5,True,Default
Soul Reader,39.58,4175.69,2,True,Default
Bossypants,49.46,5218.03,2,True,Default
A World of Flavor: Your Gluten Free Passport,42.95,4531.225,1,True,Default
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,5988.179999999999,5,True,Default
Tracing Numbers on a Train,41.6,4388.8,3,True,Default
Thirteen Reasons Why,52.72,5561.96,1,True,Default
The Secret (The Secret #1),27.37,2887.5350000000003,4,True,Default
The Psychopath Test: A Journey Through the Madness Industry,36.0,3798.0,2,True,Default
The Kite Runner,41.82,4412.01,4,True,Default
The Girl on the Train,55.02,5804.610000000001,2,True,Default
The Emerald Mystery,23.15,2442.325,2,True,Default
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,3376.0,3,True,Default
The Art of War,33.34,3517.3700000000003,5,True,Default
Secrets and Lace (Fatal Hearts #1),20.27,2138.485,1,True,Default
Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,3897.1699999999996,1,True,Default
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,4331.83,1,True,Default
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),10.76,1135.18,1,True,Default
Large Print Heart of the Pride,19.15,2020.3249999999998,2,True,Default
Grumbles,22.16,2337.88,2,True,Default
First Steps for New Christians (Print Edition),29.0,3059.5,1,True,Default
Eureka Trivia 6.0,54.59,5759.245000000001,4,True,Default
Drive: The Surprising Truth About What Motivates Us,34.95,3687.2250000000004,4,True,Default
Done Rubbed Out (Reightman & Bailey #1),37.72,3979.46,5,True,Default
Beauty Restored (Riley Family Legacy Novellas #3),11.11,1172.105,2,True,Default
Ayumi's Violin,15.48,1633.14,2,True,Default
Anonymous,46.82,4939.51,4,True,Default
Amy Meets the Saints and Sages,18.46,1947.5300000000002,3,True,Default
Amatus,50.54,5331.97,5,True,Default
V for Vendetta (V for Vendetta Complete),37.1,3914.05,4,True,Default
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,4847.725,2,True,Default
The Wright Brothers,56.8,5992.4,4,True,Default
The Songs of the Gods,44.48,4692.639999999999,5,True,Default
The Rosie Project (Don Tillman #1),54.04,5701.22,1,True,Default
The Power of Habit: Why We Do What We Do in Life and Business,16.88,1780.84,3,True,Default
Steve Jobs,39.5,4167.25,5,True,Default
Luckiest Girl Alive,49.83,5257.065,3,True,Default
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4949.004999999999,4,True,Default
Lady Midnight (The Dark Artifices #1),16.28,1717.5400000000002,5,True,Default
"Hush, Hush (Hush, Hush #1)",47.02,4960.610000000001,3,True,Default
Greek Mythic History,10.23,1079.265,5,True,Default
Every Last Word,46.47,4902.585,3,True,Default
Daily Fantasy Sports,36.58,3859.1899999999996,1,True,Default
Clockwork Angel (The Infernal Devices #1),44.14,4656.77,1,True,Default
City of Fallen Angels (The Mortal Instruments #4),11.23,1184.765,4,True,Default
City of Bones (The Mortal Instruments #1),43.28,4566.04,1,True,Default
City of Ashes (The Mortal Instruments #2),47.27,4986.985000000001,1,True,Default
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3360.175,3,True,Default
Carrie,46.23,4877.264999999999,2,True,Default
Angels & Demons (Robert Langdon #1),51.48,5431.139999999999,3,True,Default
"The Three Searches, Meaning, and the Story",13.33,1406.315,3,True,Default
Raspberry Pi Electronics Projects for the Evil Genius,49.67,5240.185,4,True,Default
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,6152.76,5,True,Default
Eleanor & Park,56.51,5961.804999999999,5,True,Default
Troublemaker: Surviving Hollywood and Scientology,48.39,5105.145,2,True,Default
Adultery,20.88,2202.8399999999997,5,True,Default
Unlimited Intuition Now,58.87,6210.785,4,True,Default
Underlying Notes,11.82,1247.01,2,True,Default
The New Brand You: Your New Image Makes the Sale for You,44.05,4647.275,5,True,Default
The Flowers Lied,16.68,1759.74,2,True,Default
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,1098.255,4,True,Default
Modern Day Fables,47.44,5004.92,2,True,Default
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,4601.91,5,True,Default
The Martian (The Martian #1),41.39,4366.645,2,True,Default
Left Behind (Left Behind #1),40.72,4295.96,2,True,Default
John Vassos: Industrial Design for Modern Life,20.22,2133.21,4,True,Default
I'll Give You the Sun,56.48,5958.639999999999,1,True,Default
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,5576.73,2,True,Default
Ender's Game (The Ender Quintet #1),43.64,4604.02,1,True,Default
Death by Leisure: A Cautionary Tale,37.51,3957.305,4,True,Default
Wildlife of New York: A Five-Borough Coloring Book,22.14,2335.77,2,True,Default
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,3662.96,1,True,Default
The Great Gatsby,36.05,3803.2749999999996,4,True,Default
The Good Girl,49.03,5172.665,3,True,Default
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,3499.4350000000004,4,True,Default
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2204.95,2,True,Default
Life of Pi,13.22,1394.71,4,True,Default
The Sound Of Love,57.84,6102.120000000001,5,True,Default
The Perks of Being a Wallflower,55.02,5804.610000000001,3,True,Default
The Makings of a Fatherless Child,31.58,3331.6899999999996,2,True,Default
The Hobbit (Middle-Earth Universe),17.8,1877.9,5,True,Default
The Fellowship of the Ring (The Lord of the Rings #1),10.27,1083.485,2,True,Default
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3228.3,3,True,Default
Musicophilia: Tales of Music and the Brain,46.58,4914.19,1,True,Default
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,5663.24,4,True,Default
The Fault in Our Stars,47.22,4981.71,1,True,Default
The Dream Thieves (The Raven Cycle #2),34.5,3639.75,1,True,Default
The 5th Wave (The 5th Wave #1),11.83,1248.065,2,True,Default
Shiver (The Wolves of Mercy Falls #1),16.23,1712.265,5,True,Default
Remember Me?,11.48,1211.14,3,True,Default
If I Stay (If I Stay #1),38.13,4022.715,5,True,Default
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,3856.0249999999996,2,True,Default
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,2460.26,1,True,Default
Fool Me Once,16.96,1789.2800000000002,1,True,Default
Drama,38.7,4082.8500000000004,2,True,Default
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,3600.715,5,True,Default
Alight (The Generations Trilogy #2),58.59,6181.245000000001,4,True,Default
Vogue Colors A to Z: A Fashion Coloring Book,52.35,5522.925,4,True,Default
The Shining (The Shining #1),27.88,2941.3399999999997,3,True,Default
The Hunger Games (The Hunger Games #1),29.85,3149.175,5,True,Default
Outlander (Outlander #1),19.67,2075.1850000000004,5,True,Default
Mockingjay (The Hunger Games #3),20.44,2156.42,4,True,Default
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,1466.45,3,True,Default
Confessions of a Shopaholic (Shopaholic #1),48.94,5163.17,2,True,Default
Zero History (Blue Ant #3),34.77,3668.235,1,True,Default
World War Z: An Oral History of the Zombie War,21.8,2299.9,1,True,Default
Wild: From Lost to Found on the Pacific Crest Trail,46.02,4855.110000000001,3,True,Default
"Where'd You Go, Bernadette",18.13,1912.715,1,True,Default
Twilight (Twilight #1),41.93,4423.615,2,True,Default
The Paris Wife,36.8,3882.3999999999996,3,True,Default
The Maze Runner (The Maze Runner #1),20.93,2208.115,1,True,Default
The Lover's Dictionary,58.09,6128.495000000001,2,True,Default
The Goldfinch,43.58,4597.69,3,True,Default
The Giver (The Giver Quartet #1),12.3,1297.65,1,True,Default
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2335.77,2,True,Default
The Demon-Haunted World: Science as a Candle in the Dark,52.25,5512.375,4,True,Default
The Book Thief,53.49,5643.195000000001,2,True,Default
The Autobiography of Malcolm X,23.43,2471.865,2,True,Default
Shopaholic & Baby (Shopaholic #5),46.45,4900.475,2,True,Default
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,4594.525,1,True,Default
Packing for Mars: The Curious Science of Life in the Void,56.68,5979.74,2,True,Default
Orange Is the New Black,24.61,2596.355,2,True,Default
One for the Money (Stephanie Plum #1),32.87,3467.785,2,True,Default
Morning Star (Red Rising #3),29.4,3101.7,1,True,Default
Life After Life,26.13,2756.7149999999997,2,True,Default
"Lean In: Women, Work, and the Will to Lead",25.02,2639.61,1,True,Default
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,2121.605,3,True,Default
Gone Girl,37.6,3966.8,5,True,Default
Fellside,38.62,4074.41,1,True,Default
Eclipse (Twilight #3),18.74,1977.07,1,True,Default
Dracula,52.62,5551.41,3,True,Default
Dead Wake: The Last Crossing of the Lusitania,39.24,4139.820000000001,5,True,Default
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1878.955,1,True,Default
Dark Places,23.9,2521.45,5,True,Default
Breaking Dawn (Twilight #4),35.28,3722.04,5,True,Default
Beautiful Creatures (Caster Chronicles #1),21.55,2273.525,5,True,Default
A Visit from the Goon Squad,14.08,1485.44,5,True,Default
The Zombie Room,19.69,2077.295,5,True,Default
The Name of the Wind (The Kingkiller Chronicle #1),50.59,5337.245000000001,3,True,Default
Taking Shots (Assassins #1),18.88,1991.84,2,True,Default
Shatter Me (Shatter Me #1),42.4,4473.2,1,True,Default
Paradise Lost (Paradise #1),24.96,2633.28,1,True,Default
On the Road (Duluoz Legend),32.36,3413.98,3,True,Default
Jane Eyre,38.43,4054.365,5,True,Default
Frankenstein,38.0,4009.0,2,True,Default
Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,3965.7450000000003,1,True,Science Fiction
Join,35.67,3763.1850000000004,5,True,Science Fiction
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4568.15,4,True,Science Fiction
The Project,10.65,1123.575,1,True,Science Fiction
Soft Apocalypse,26.12,2755.6600000000003,2,True,Science Fiction
Sleeping Giants (Themis Files #1),48.74,5142.070000000001,1,True,Science Fiction
Arena,21.36,2253.48,4,True,Science Fiction
Foundation (Foundation (Publication Order) #1),32.42,3420.3100000000004,1,True,Science Fiction
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1152.06,1,True,Science Fiction
Ready Player One,19.07,2011.885,4,True,Science Fiction
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,3508.93,2,True,Science Fiction
Dune (Dune #1),54.86,5787.73,1,True,Science Fiction
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,5431.139999999999,1,True,Science Fiction
Three Wishes (River of Time: California #1),44.18,4660.99,2,True,Science Fiction
The Last Girl (The Dominion Trilogy #1),36.26,3825.43,2,True,Science Fiction
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,3688.28,4,True,Science Fiction
The Book of Basketball: The NBA According to The Sports Guy,44.84,4730.620000000001,5,True,Sports and Games
"Friday Night Lights: A Town, a Team, and a Dream",51.22,5403.71,3,True,Sports and Games
Sugar Rush (Offensive Line #2),24.42,2576.3100000000004,1,True,Sports and Games
Settling the Score (The Summer Games #1),44.91,4738.004999999999,2,True,Sports and Games
Icing (Aces Hockey #2),40.44,4266.42,4,True,Sports and Games
The Torch Is Passed: A Harding Family Story,19.09,2013.995,1,True,Add a comment
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,2520.395,4,True,Add a comment
The Art Forger,40.76,4300.179999999999,3,True,Add a comment
On a Midnight Clear,14.07,1484.385,3,True,Add a comment
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,5686.45,2,True,Add a comment
"Shobu Samurai, Project Aryoku (#3)",29.06,3065.83,3,True,Add a comment
Modern Romance,28.26,2981.4300000000003,5,True,Add a comment
The White Queen (The Cousins' War #1),25.91,2733.505,5,True,Add a comment
The Song of Achilles,37.4,3945.7,5,True,Add a comment
The Immortal Life of Henrietta Lacks,40.67,4290.685,2,True,Add a comment
The Dovekeepers,48.78,5146.29,1,True,Add a comment
More Than Music (Chasing the Dream #1),37.61,3967.855,2,True,Add a comment
Code Name Verity (Code Name Verity #1),22.13,2334.7149999999997,4,True,Add a comment
Cell,20.29,2140.595,4,True,Add a comment
Angels Walking (Angels Walking #1),34.2,3608.1000000000004,2,True,Add a comment
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,5958.639999999999,2,True,Add a comment
A People's History of the United States,40.79,4303.345,2,True,Add a comment
A Brush of Wings (Angels Walking #3),55.51,5856.304999999999,1,True,Add a comment
Rook,37.86,3994.23,4,True,Add a comment
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,2764.1,1,True,Add a comment
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,6240.325,4,True,Add a comment
The Children,11.88,1253.3400000000001,3,True,Add a comment
One with You (Crossfire #5),15.71,1657.4050000000002,4,True,Add a comment
Without Shame,48.27,5092.485000000001,5,True,Add a comment
Watchmen,58.05,6124.275,4,True,Add a comment
A Hero's Curse (The Unseen Chronicles #1),50.49,5326.695000000001,3,True,Add a comment
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,3775.845,2,True,Add a comment
The Glass Castle,16.24,1713.32,1,True,Add a comment
The Drowning Girls,35.67,3763.1850000000004,3,True,Add a comment
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,2122.6600000000003,5,True,Add a comment
John Adams,57.43,6058.865,4,True,Add a comment
Good in Bed (Cannie Shapiro #1),37.05,3908.7749999999996,5,True,Add a comment
The Joy of Cooking,43.27,4564.985000000001,4,True,Add a comment
The Golden Compass (His Dark Materials #1),18.77,1980.235,1,True,Add a comment
The God Delusion,46.85,4942.675,3,True,Add a comment
Pride and Prejudice,19.27,2032.985,4,True,Add a comment
Mere Christianity,48.51,5117.804999999999,3,True,Add a comment
Fun Home: A Family Tragicomic,56.59,5970.245000000001,4,True,Add a comment
The Raven King (The Raven Cycle #4),30.57,3225.135,2,True,Add a comment
Find Her (Detective D.D. Warren #8),22.37,2360.0350000000003,1,True,Add a comment
Evicted: Poverty and Profit in the American City,42.27,4459.485000000001,1,True,Add a comment
A Game of Thrones (A Song of Ice and Fire #1),46.42,4897.31,2,True,Add a comment
A Clash of Kings (A Song of Ice and Fire #2),10.79,1138.3449999999998,3,True,Add a comment
The Tipping Point: How Little Things Can Make a Big Difference,10.02,1057.11,2,True,Add a comment
The Rest Is Noise: Listening to the Twentieth Century,34.77,3668.235,1,True,Add a comment
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3923.5449999999996,3,True,Add a comment
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,5042.9,3,True,Add a comment
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,6064.139999999999,1,True,Add a comment
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,2334.7149999999997,4,True,Add a comment
The Complete Poems,41.32,4359.26,5,True,Add a comment
The Catcher in the Rye,24.55,2590.025,1,True,Add a comment
The Case for Christ (Cases for Christianity),47.84,5047.120000000001,1,True,Add a comment
The Blind Side: Evolution of a Game,53.71,5666.405,5,True,Add a comment
Seven Days in the Art World,52.33,5520.815,2,True,Add a comment
Sarah's Key,46.29,4883.595,1,True,Add a comment
Rogue Lawyer (Rogue Lawyer #1),50.11,5286.605,3,True,Add a comment
Manuscript Found in Accra,34.98,3690.39,2,True,Add a comment
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,2245.04,4,True,Add a comment
Cosmos,36.17,3815.9350000000004,2,True,Add a comment
#GIRLBOSS,50.96,5376.28,1,True,Add a comment
The Sense of an Ending,31.38,3310.5899999999997,3,True,Add a comment
The Republic,33.78,3563.79,3,True,Add a comment
The Odyssey,29.64,3127.02,3,True,Add a comment
The Light of the Fireflies,54.43,5742.365,1,True,Add a comment
The Iliad,16.16,1704.88,1,True,Add a comment
The Communist Manifesto,14.76,1557.18,3,True,Add a comment
Lord of the Flies,24.89,2625.895,3,True,Add a comment
Unicorn Tracks,18.78,1981.2900000000002,3,True,Fantasy
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,2639.61,3,True,Fantasy
Princess Between Worlds (Wide-Awake Princess #5),13.34,1407.37,5,True,Fantasy
Masks and Shadows,56.4,5950.2,2,True,Fantasy
Crown of Midnight (Throne of Glass #2),43.29,4567.095,3,True,Fantasy
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,2963.495,2,True,Fantasy
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,5525.035,1,True,Fantasy
Throne of Glass (Throne of Glass #1),35.07,3699.885,3,True,Fantasy
The Glittering Court (The Glittering Court #1),44.28,4671.54,1,True,Fantasy
Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,4534.389999999999,1,True,Fantasy
The Star-Touched Queen,46.02,4855.110000000001,5,True,Fantasy
The Hidden Oracle (The Trials of Apollo #1),52.26,5513.429999999999,2,True,Fantasy
The Bane Chronicles (The Bane Chronicles #1-11),44.73,4719.014999999999,4,True,Fantasy
Island of Dragons (Unwanteds #7),29.65,3128.075,1,True,Fantasy
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,3957.305,5,True,Fantasy
City of Glass (The Mortal Instruments #3),56.02,5910.110000000001,4,True,Fantasy
Searching for Meaning in Gailana,38.73,4086.015,1,True,Fantasy
A Shard of Ice (The Black Symphony Saga #1),56.63,5974.465,3,True,Fantasy
King's Folly (The Kinsman Chronicles #1),39.61,4178.855,5,True,Fantasy
Every Heart a Doorway (Every Heart A Doorway #1),12.16,1282.88,5,True,Fantasy
A Gathering of Shadows (Shades of Magic #2),44.81,4727.455,4,True,Fantasy
The Raven Boys (The Raven Cycle #1),57.74,6091.570000000001,4,True,Fantasy
The False Prince (The Ascendance Trilogy #1),56.0,5908.0,5,True,Fantasy
Tell the Wind and Fire,45.51,4801.304999999999,3,True,Fantasy
A Feast for Crows (A Song of Ice and Fire #4),17.21,1815.6550000000002,4,True,Fantasy
The Demonists (Demonist #1),52.11,5497.605,2,True,Fantasy
The Beast (Black Dagger Brotherhood #14),46.08,4861.44,5,True,Fantasy
Paper and Fire (The Great Library #2),49.45,5216.975,5,True,Fantasy
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,3336.9649999999997,4,True,Fantasy
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5143.125,5,True,Fantasy
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1555.07,1,True,Fantasy
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,6186.52,4,True,Fantasy
Soldier (Talon #3),24.72,2607.96,2,True,Fantasy
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,5851.03,2,True,Fantasy
Heir to the Sky,44.07,4649.385,4,True,Fantasy
Eragon (The Inheritance Cycle #1),43.87,4628.285,3,True,Fantasy
Darkfever (Fever #1),56.02,5910.110000000001,1,True,Fantasy
Ash,22.06,2327.33,4,True,Fantasy
A Storm of Swords (A Song of Ice and Fire #3),31.22,3293.71,2,True,Fantasy
Vampire Girl (Vampire Girl #1),53.82,5678.01,2,True,Fantasy
